layer,layer_type,identity_score,arithmetic_intensity,weight_l1,act_var,flops
stage5.inception_5a.branch3.conv1,Conv2d,0.0,7.2663755458515285,0.017183230473445013,0.629789412021637,13631488
stage5.inception_5a.branch3.bn1,BatchNorm2d,0.5500606894493103,0.24951267056530213,0.9946173429489136,0.9758318066596985,32768
stage5.inception_5a.branch3.conv2,Conv2d,0.0,71.11111111111111,0.01761759042739868,0.007605856284499168,52428800
stage5.inception_5a.branch3.bn2,BatchNorm2d,0.7754511833190918,0.24951267056530213,0.9943934679031372,0.9689748287200928,131072
stage5.inception_5a.branch4.conv,Conv2d,0.0,22.794520547945204,0.017251920241575975,0.48344123363494873,54525952
stage5.inception_5a.branch4.bn,BatchNorm2d,0.5333257913589478,0.24951267056530213,0.9945955276489258,0.9697679281234741,131072
stage5.inception_5b.branch1.conv1,Conv2d,0.0,43.40869565217391,0.01722892736777281,0.1715029627084732,163577856
stage5.inception_5b.branch1.bn1,BatchNorm2d,0.8195600509643555,0.24951267056530213,0.9968923727671305,0.9806236028671265,393216
stage5.inception_5b.branch2.conv1,Conv2d,0.0,29.892215568862277,0.017244354272500064,0.1923932135105133,81788928
stage5.inception_5b.branch2.bn1,BatchNorm2d,0.8344619274139404,0.24951267056530213,0.9946202437082926,0.9746917486190796,196608
stage5.inception_5b.branch2.conv2,Conv2d,0.0,88.61538461538461,0.011974418604815448,0.023539889603853226,339738624
stage5.inception_5b.branch2.bn2,BatchNorm2d,0.807877779006958,0.24951267056530213,0.9970177014668783,0.9921182990074158,393216
stage5.inception_5b.branch3.conv1,Conv2d,0.0,10.421711899791232,0.017315337291130654,0.21392683684825897,20447232
stage5.inception_5b.branch3.bn1,BatchNorm2d,0.8223939538002014,0.24951267056530213,0.9946293036142985,0.9845194816589355,49152
stage5.inception_5b.branch3.conv2,Conv2d,0.0,80.67226890756302,0.014346675872802734,0.007444889284670353,78643200
stage5.inception_5b.branch3.bn2,BatchNorm2d,0.7977515459060669,0.24951267056530213,0.9967771768569946,0.9813970923423767,131072
stage5.inception_5b.branch4.conv,Conv2d,0.0,22.794520547945204,0.017244169345268838,0.15867920219898224,54525952
stage5.inception_5b.branch4.bn,BatchNorm2d,0.8455040454864502,0.24951267056530213,0.9969624280929565,0.9904286861419678,131072
fc,Linear,0.0,19.3324955603934,0.016499223709106444,1.6033471822738647,52428800
