model,dataset,kind,model_label,sample_index,true_label,pred_class,attr_mean,attr_mean_abs,attr_l1,attr_l2
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined,VGG16 (Pruned Finetuned),18,1,1,-0.0442132502106053,0.13223126408888958,4062.144432810688,46.62216614479626
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined,VGG16 (Pruned Finetuned),19,8,8,0.0019006265889575029,0.023852639861918944,732.75309655815,6.575814225976805
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined,VGG16 (Pruned Finetuned),20,1,1,0.001532932747866648,0.026550657918879436,815.6362112679763,7.416467313276643
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined,VGG16 (Pruned Finetuned),21,4,4,0.001302255937192361,0.027015879606656117,829.9278215164759,7.759193444160407
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined,VGG16 (Pruned Finetuned),22,8,8,0.0007785922161590797,0.023581416567706476,724.421116959943,6.619235247350812
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined,VGG16 (Pruned Finetuned),23,3,3,0.002754910175392903,0.020501409503134126,629.8032999362804,5.730679011202932
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined,VGG16 (Pruned Finetuned),24,2,2,0.002131203573140539,0.022496049022450393,691.0786259696761,6.027854968234314
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined,VGG16 (Pruned Finetuned),25,8,8,0.0016161315741901384,0.01924574280281221,591.229218902391,5.122151688572547
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined,VGG16 (Pruned Finetuned),26,7,7,0.001870632278569199,0.020883362517168654,641.536896527421,5.805985291129744
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined,VGG16 (Pruned Finetuned),27,1,1,-0.003666675199082903,0.03936936286422489,1209.4268271889887,11.281393858088475
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined,VGG16 (Pruned Finetuned),28,4,4,0.0033687278545355545,0.019144730157630956,588.1261104424229,5.124016652774256
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined,VGG16 (Pruned Finetuned),29,5,5,0.0018812840114026841,0.0242536311091218,745.0715476722216,6.766648193483323
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined,VGG16 (Pruned Finetuned),30,4,4,0.0029228321483802055,0.022254242681123148,683.6503351641031,6.065757864273849
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined,VGG16 (Pruned Finetuned),31,2,2,0.002972798846176043,0.024087707693788,739.9743803531674,6.365109184690879
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined,VGG16 (Pruned Finetuned),32,3,3,0.00029878182803593964,0.026579832267585188,816.5324472602169,7.706815129720657
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined,VGG16 (Pruned Finetuned),33,0,0,0.0011675777162430735,0.025308997909559375,777.492415781664,7.0666856824806965
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined,VGG16 (Pruned Finetuned),34,3,3,0.0016784279541748029,0.020698934679363862,635.8712733500579,5.76281017372163
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined,VGG16 (Pruned Finetuned),35,2,2,0.002380437061218732,0.02048194701397952,629.2054122694508,5.747750129702877
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined,VGG16 (Pruned Finetuned),36,8,8,-4.026869026555839e-06,0.025398599122698092,780.2449650492854,6.676787133361894
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined,VGG16 (Pruned Finetuned),37,3,3,0.0031524740763523964,0.024234661863132004,744.4888124354152,6.582556507693548
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined,VGG16 (Pruned Finetuned),38,8,8,0.0026136800228531596,0.02194249407970273,674.0734181284679,6.172862109473035
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined,VGG16 (Pruned Finetuned),39,6,6,0.003675323420876738,0.023316722302101044,716.2897091205441,6.527154129476022
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined,VGG16 (Pruned Finetuned),40,0,0,0.0014372269681488822,0.02706366745415245,831.3958641915633,8.098498097986846
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined,VGG16 (Pruned Finetuned),41,1,1,0.0021704114281147825,0.02120009816341503,651.2670155801097,5.536519418500002
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined,VGG16 (Pruned Finetuned),42,1,1,-0.021240124502275866,0.08264043374746871,2538.714124722239,27.400733809822174
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined,VGG16 (Pruned Finetuned),43,7,7,0.003041376545430907,0.02370995270388375,728.3697470633088,6.57908317513588
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined,VGG16 (Pruned Finetuned),44,4,4,0.0022019173280471835,0.025260837526023854,776.0129287994528,7.396726270117053
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined,VGG16 (Pruned Finetuned),45,9,9,-0.0006393039269169047,0.025967383509274456,797.7180214049113,7.5845873097164205
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined,VGG16 (Pruned Finetuned),46,0,0,0.00185577801041991,0.02557467660948912,785.6540654435057,7.08132595541605
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined,VGG16 (Pruned Finetuned),47,3,3,0.0023324164014501807,0.025417863930151944,780.8367799342677,6.847484961826665
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined,VGG16 (Pruned Finetuned),48,6,6,0.003507351097266446,0.019827648722877338,609.1053687667918,5.726930400064624
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined,VGG16 (Pruned Finetuned),49,8,8,0.0014423424193482266,0.028604423530171334,878.7278908468634,8.074272483286489
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined,VGG16 (Pruned Finetuned),50,2,2,0.0026334526169623285,0.02407244137723296,739.5053991085965,6.502661080717016
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined,VGG16 (Pruned Finetuned),51,0,0,0.00268813016249263,0.018535543422389753,569.4118939358132,5.079496256383377
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined,VGG16 (Pruned Finetuned),52,7,7,0.0004929144588398474,0.0216291477314044,664.4474183087432,6.236255088464891
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined,VGG16 (Pruned Finetuned),53,6,6,0.0008549645535738411,0.019698458405832044,605.1366422271603,5.629890433434494
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined,VGG16 (Pruned Finetuned),54,2,2,0.0024224210834963658,0.02217394738631991,681.1836637077477,6.585009710270013
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined,VGG16 (Pruned Finetuned),55,6,6,0.0013447337162241742,0.02050993115237141,630.0650850008496,5.550580413079998
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined,VGG16 (Pruned Finetuned),56,6,6,0.002065312791473121,0.02370145170691137,728.1085964363174,6.522226273883165
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined,VGG16 (Pruned Finetuned),57,3,3,0.002689430611554074,0.024410196454304898,749.8812350762464,6.809823549151888
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined,VGG16 (Pruned Finetuned),58,6,6,0.0024184584651552044,0.02374869071917972,729.5597788932009,7.006147210989834
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined,VGG16 (Pruned Finetuned),59,2,2,0.0023626522081075406,0.029936160425746473,919.6388482789316,8.405024282096203
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined,VGG16 (Pruned Finetuned),60,4,4,0.0017637818225725373,0.0180565661014669,554.6977106370632,4.725251906206465
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined,VGG16 (Pruned Finetuned),61,4,4,0.003532251720230543,0.019317388718955067,593.4301814462997,5.25862019932172
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined,VGG16 (Pruned Finetuned),62,5,5,0.0011795342332155659,0.026453327358289966,812.6462164466677,6.910820782872057
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined,VGG16 (Pruned Finetuned),63,0,0,-0.00012052297760950144,0.02088249652388825,641.510293213847,6.224147401953494
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined_quant,VGG16 (Pruned Finetuned Quantized),0,1,1,-0.001170041953030291,0.016205129115504934,497.8215664283116,4.659331668790366
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined_quant,VGG16 (Pruned Finetuned Quantized),1,1,1,0.0005418172236025143,0.01180661562567528,362.6992320207446,3.570998438168812
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined_quant,VGG16 (Pruned Finetuned Quantized),2,8,8,-0.002100300724942509,0.020303738854465438,623.7308576091782,5.711601869598304
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined_quant,VGG16 (Pruned Finetuned Quantized),3,4,4,0.0014674612277318921,0.012767092176387754,392.2050716586318,3.689786960623976
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined_quant,VGG16 (Pruned Finetuned Quantized),4,6,6,0.0012418846213528253,0.012563484258319562,385.9502364155769,3.3956681261102966
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined_quant,VGG16 (Pruned Finetuned Quantized),5,6,6,0.0012062352639439962,0.016678925962264984,512.3766055607803,4.546616952430388
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined_quant,VGG16 (Pruned Finetuned Quantized),6,0,0,0.00036622029038664295,0.013092276044740458,402.1947200944269,3.459082024457076
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined_quant,VGG16 (Pruned Finetuned Quantized),7,9,9,0.0008310256470848228,0.01326546612457872,407.5151193470583,3.961342403434394
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined_quant,VGG16 (Pruned Finetuned Quantized),8,0,0,-0.0009123454933938291,0.01272741487898763,390.9861850825,3.635810707619837
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined_quant,VGG16 (Pruned Finetuned Quantized),9,4,4,-0.0012081555061223732,0.012274157298640587,377.0621122142388,3.6452277696615707
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined_quant,VGG16 (Pruned Finetuned Quantized),10,4,4,-0.0002662169919300794,0.012064378460582859,370.6177063091054,3.6230671310081277
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined_quant,VGG16 (Pruned Finetuned Quantized),11,7,7,0.0009667165914314898,0.011981649870980545,368.07628403652234,3.247241913344233
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined_quant,VGG16 (Pruned Finetuned Quantized),12,6,6,-0.00076625208999855,0.014438950004655974,443.5645441430315,4.006323152942305
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined_quant,VGG16 (Pruned Finetuned Quantized),13,0,0,0.00024345951994246087,0.013825955545744891,424.73335436528305,3.483626331338802
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined_quant,VGG16 (Pruned Finetuned Quantized),14,7,7,0.0011993792286038622,0.010581474298098985,325.0628904376008,2.9135503179695
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined_quant,VGG16 (Pruned Finetuned Quantized),15,2,2,-0.0007936534850588946,0.013878885495321628,426.3593624162804,4.060101907703609
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined_quant,VGG16 (Pruned Finetuned Quantized),16,8,8,0.0016839460791467549,0.01312311541479391,403.1421055424689,3.4823274751304534
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined_quant,VGG16 (Pruned Finetuned Quantized),17,7,7,-0.0005811033201164939,0.013777368576883919,423.240762681874,4.262187460402885
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined_quant,VGG16 (Pruned Finetuned Quantized),18,3,3,0.0013582773371025425,0.0128724355315,395.44121952768,3.441985779750645
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined_quant,VGG16 (Pruned Finetuned Quantized),19,8,8,-0.000979309522585788,0.014921919991143036,458.4013821279141,4.626181927527119
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined_quant,VGG16 (Pruned Finetuned Quantized),20,4,4,0.0008640691073738438,0.011745696712335866,360.8278030029578,3.2800078250590055
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined_quant,VGG16 (Pruned Finetuned Quantized),21,8,8,0.0006624018205004135,0.01497219706193409,459.9458937426152,4.210612003026727
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined_quant,VGG16 (Pruned Finetuned Quantized),22,2,2,0.000976824418555644,0.013994292696867028,429.9046716477551,3.8236486240662844
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined_quant,VGG16 (Pruned Finetuned Quantized),23,1,1,0.0005651670568550611,0.01457853890723356,447.8527152302149,4.283897638368224
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined_quant,VGG16 (Pruned Finetuned Quantized),24,2,2,-0.0008991945150416866,0.016593186586229287,509.7426919289637,4.740281851179748
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined_quant,VGG16 (Pruned Finetuned Quantized),25,3,3,-0.001151148575584434,0.015007093253160637,461.0179047370948,4.785017388829652
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined_quant,VGG16 (Pruned Finetuned Quantized),26,8,8,-0.003132146470612914,0.01935924899192365,594.7161290318945,5.641860312560514
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined_quant,VGG16 (Pruned Finetuned Quantized),27,2,2,-0.0010704456284586605,0.011118725132343688,341.5672360655981,3.760197421566989
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined_quant,VGG16 (Pruned Finetuned Quantized),28,4,4,0.000520778547975557,0.011870013290517163,364.64680828468727,3.1493697485676058
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined_quant,VGG16 (Pruned Finetuned Quantized),29,9,9,0.0005810711826389259,0.014601928611675152,448.5712469506607,4.2328522845873335
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined_quant,VGG16 (Pruned Finetuned Quantized),30,8,8,0.0006584859861112532,0.01262896941024764,387.9619402828075,3.2345780040042427
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined_quant,VGG16 (Pruned Finetuned Quantized),31,9,9,-0.0009049069025237166,0.013988185104574521,429.71704641252927,3.9310642515458443
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined_quant,VGG16 (Pruned Finetuned Quantized),32,3,3,0.0011623932861129541,0.013773878761592803,423.1335555561309,3.9513000028032845
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined_quant,VGG16 (Pruned Finetuned Quantized),33,9,9,0.0014560642625446097,0.013249323718396495,407.01922462914035,3.5652744828555623
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined_quant,VGG16 (Pruned Finetuned Quantized),34,8,8,-0.0051030516831158815,0.02150866771261182,660.746272131435,6.628958507414943
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined_quant,VGG16 (Pruned Finetuned Quantized),35,1,1,-0.001001300572252776,0.017150023123953594,526.8487103678544,5.087328861496726
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined_quant,VGG16 (Pruned Finetuned Quantized),36,8,8,-0.0020349122084170426,0.02127907914560421,653.6933113529612,6.31693945358336
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined_quant,VGG16 (Pruned Finetuned Quantized),37,9,9,-0.0003114290703360112,0.016722323865119234,513.7097891364629,4.723795869034723
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined_quant,VGG16 (Pruned Finetuned Quantized),38,5,5,0.0005004501808973197,0.012771764429550754,392.3486032757992,3.710072194882252
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined_quant,VGG16 (Pruned Finetuned Quantized),39,0,0,0.0002721306585034,0.01769042262884651,543.4497831581648,4.788897141339404
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined_quant,VGG16 (Pruned Finetuned Quantized),40,5,5,0.0008532293415043431,0.013682798326078504,420.33556457713166,4.234252620718747
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined_quant,VGG16 (Pruned Finetuned Quantized),41,6,6,-0.00021140958235630337,0.016272922040438745,499.90416508227827,4.9214105634442475
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined_quant,VGG16 (Pruned Finetuned Quantized),42,7,7,0.0003892576036218287,0.013065050893169427,401.3583634381648,4.223528892833994
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined_quant,VGG16 (Pruned Finetuned Quantized),43,7,7,-0.0004736330399747561,0.014428398310032472,443.2403960841975,4.225561343866771
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined_quant,VGG16 (Pruned Finetuned Quantized),44,8,8,-0.0010295776290904612,0.020801152373446343,639.0114009122717,6.00516109502565
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined_quant,VGG16 (Pruned Finetuned Quantized),45,0,0,0.000869452800906334,0.011695246513598346,359.27797289774117,3.09927199030394
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined_quant,VGG16 (Pruned Finetuned Quantized),46,8,8,-0.002769242011256908,0.016877372398092748,518.4728800694093,4.729744311193441
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined_quant,VGG16 (Pruned Finetuned Quantized),47,8,8,-0.0014581355117729918,0.028804278491345474,884.8674352541329,7.90186254765679
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined_quant,VGG16 (Pruned Finetuned Quantized),48,6,6,-0.0005113149447269668,0.01851784975456532,568.8683444602466,5.265692086776629
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined_quant,VGG16 (Pruned Finetuned Quantized),49,6,6,-0.0015591475514851183,0.015060265930708935,462.65136939137847,4.289451418742503
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined_quant,VGG16 (Pruned Finetuned Quantized),50,8,8,-0.01572727820540519,0.05740031072367167,1763.3375454311936,19.44204334463339
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined_quant,VGG16 (Pruned Finetuned Quantized),51,9,9,-7.168510527616097e-05,0.014891656891701554,457.47169971307176,4.206428420091173
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined_quant,VGG16 (Pruned Finetuned Quantized),52,2,2,0.0013451021655142448,0.013418171564403607,412.2062304584788,3.509763951581295
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined_quant,VGG16 (Pruned Finetuned Quantized),53,5,5,-1.8225843158840387e-05,0.016247900574666237,499.1355056537468,4.519472551689578
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined_quant,VGG16 (Pruned Finetuned Quantized),54,6,6,-0.0015276647676437586,0.016384369602434272,503.3278341867808,4.7700935731860215
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined_quant,VGG16 (Pruned Finetuned Quantized),55,9,9,0.000587913247905251,0.014494924897522014,445.28409285187627,4.435161471300071
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined_quant,VGG16 (Pruned Finetuned Quantized),56,5,5,-0.0012023362929951987,0.018937480173597976,581.7593909329298,5.908858605329503
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined_quant,VGG16 (Pruned Finetuned Quantized),57,5,5,0.001043659718263738,0.009919817664879394,304.73679866509497,2.700091030123862
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined_quant,VGG16 (Pruned Finetuned Quantized),58,3,3,0.0001221791275991979,0.013465132743196126,413.64887787098496,4.028728873343972
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined_quant,VGG16 (Pruned Finetuned Quantized),59,9,9,0.0013726183079091569,0.017284869228119545,530.9911826878324,4.484262348636175
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined_quant,VGG16 (Pruned Finetuned Quantized),60,7,7,0.0007875099456989313,0.01770838377065142,544.0015494344116,5.204171783789176
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined_quant,VGG16 (Pruned Finetuned Quantized),61,9,9,-0.0012805493263046586,0.01504299108521021,462.1206861376577,4.435306572697053
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined_quant,VGG16 (Pruned Finetuned Quantized),62,5,5,0.00043006952740546706,0.01161090733109488,356.68707321123475,3.671701332810832
VGG16,Cifar10_epochs100_pretrain300,Dynamic_Region_All_Combined_quant,VGG16 (Pruned Finetuned Quantized),63,9,9,0.0013716501744627388,0.015719657272149825,482.9078714004427,4.2856107122431695
VGG16,Cifar100_epochs100_pretrain300,Dynamic_Region_All_Combined,VGG16 (Pruned Finetuned),0,34,34,-0.0003402707405444986,0.020779224863456312,6383.37787805378,18.77945565511302
VGG16,Cifar100_epochs100_pretrain300,Dynamic_Region_All_Combined,VGG16 (Pruned Finetuned),1,99,99,-0.0004734113256735739,0.0330038006098696,10138.767547351941,26.976642520840823
VGG16,Cifar100_epochs100_pretrain300,Dynamic_Region_All_Combined,VGG16 (Pruned Finetuned),2,61,61,0.00106890014726056,0.022924047646898368,7042.267437127179,18.709309518657303
VGG16,Cifar100_epochs100_pretrain300,Dynamic_Region_All_Combined,VGG16 (Pruned Finetuned),3,27,27,0.00027996060217776007,0.0257249673532759,7902.709970926357,23.91608279936778
VGG16,Cifar100_epochs100_pretrain300,Dynamic_Region_All_Combined,VGG16 (Pruned Finetuned),4,45,45,0.0003279286934160138,0.023438109805955173,7200.187332389429,20.01417432123883
VGG16,Cifar100_epochs100_pretrain300,Dynamic_Region_All_Combined,VGG16 (Pruned Finetuned),5,66,66,-0.004774481447233369,0.03689051256632565,11332.76546037524,38.24551636696946
VGG16,Cifar100_epochs100_pretrain300,Dynamic_Region_All_Combined,VGG16 (Pruned Finetuned),6,37,37,0.0001129992550532973,0.021438898095676815,6586.029494991917,17.657580052641425
VGG16,Cifar100_epochs100_pretrain300,Dynamic_Region_All_Combined,VGG16 (Pruned Finetuned),7,63,63,0.0009579525959655448,0.02610239491407591,8018.65571760412,24.537133822966695
VGG16,Cifar100_epochs100_pretrain300,Dynamic_Region_All_Combined,VGG16 (Pruned Finetuned),8,97,97,0.001224111562715929,0.030653929218190316,9416.887055828065,24.555831490299248
VGG16,Cifar100_epochs100_pretrain300,Dynamic_Region_All_Combined,VGG16 (Pruned Finetuned),9,46,46,0.0010152064640165115,0.021404627749601092,6575.501644677455,19.001326783180637
VGG16,Cifar100_epochs100_pretrain300,Dynamic_Region_All_Combined,VGG16 (Pruned Finetuned),10,15,15,0.0014664868540291713,0.022110936588354807,6792.479719942597,18.61151623470449
VGG16,Cifar100_epochs100_pretrain300,Dynamic_Region_All_Combined,VGG16 (Pruned Finetuned),11,70,70,-0.00017464422619893968,0.028244023162382732,8676.563915483976,23.959389068194824
VGG16,Cifar100_epochs100_pretrain300,Dynamic_Region_All_Combined,VGG16 (Pruned Finetuned),12,0,0,8.186729447419753e-05,0.02716841691017046,8346.137674804366,24.978935261258048
VGG16,Cifar100_epochs100_pretrain300,Dynamic_Region_All_Combined,VGG16 (Pruned Finetuned),13,2,2,0.0011305127952965144,0.025267901760856793,7762.299420935207,21.40831164915355
